Sample	X_reads	Y_reads	Species	Read_ratio	Sex	Y_cov	X_cov	Cov_ratio	Group	Nr
LER.PYR.1547	17094	9380	LE_parental	0.5487305487305487	M	0.041924669503539506	0.01896759472878847	2.2103313626744376	LER_PYR	1547
LER.PYR.1548	10260	4145	LE_parental	0.4039961013645224	M	0.018526413122832756	0.011384551416717546	1.627329215240559	LER_PYR	1548
LER.PYR.1549	5164	2950	LE_parental	0.5712625871417506	M	0.01318526386305347	0.005730002292000917	2.3010922493800914	LER_PYR	1549
LER.PYR.1550	51221	1226	LE_parental	0.023935495207043987	F	0.005479706269865612	0.05683509825688981	0.09641412503762738	LER_PYR	1550
LER.PYR.1551	2787	1422	LE_parental	0.5102260495156081	M	0.006355744140088825	0.0030924702532545614	2.055232102362164	LER_PYR	1551
LER.PYR.1552	68054	1517	LE_parental	0.022291121756252388	F	0.0067803543322888515	0.07551308597595477	0.08979045478882804	LER_PYR	1552
LER.STY.4780	24650	529	LE_parental	0.0214604462474645	F	0.0023644083334085713	0.02735177314055434	0.08644442615323081	LER_STY	4780
LER.STY.4782	8385	151	LE_parental	0.018008348240906382	F	6.749067265495166e-4	0.009304041289393434	0.07253909409440254	LER_STY	4782
LER.STY.4783	30687	478	LE_parental	0.015576628539772543	F	0.0021364597039117148	0.03405046094783736	0.06274392899363693	LER_STY	4783
LER.STY.4785	29264	416	LE_parental	0.014215418261344996	F	0.0018593456837390655	0.032471492461873516	0.057260863076195864	LER_STY	4785
LER.STY.4786	21684	259	LE_parental	0.011944290721269138	F	0.0011576214713663892	0.0240606835204779	0.04811257628575451	LER_STY	4786
LER.STY.4789	34115	516	LE_parental	0.015125311446577751	F	0.0023063037807917255	0.03785418826328646	0.06092598696743246	LER_STY	4789
LER.STY.4790	6767	132	LE_parental	0.019506428254765774	F	5.899846881095112e-4	0.007508699750187879	0.07857348245876378	LER_STY	4790
LER.STY.4792	18947	364	LE_parental	0.01921148466775743	F	0.0016269274732716823	0.021023693537285316	0.07738542565731099	LER_STY	4792
LER.STY.4793	23259	327	LE_parental	0.014059073906874758	F	0.0014615529773621982	0.025808312027430155	0.05663109527693243	LER_STY	4793
LER.STY.4794	36126	535	LE_parental	0.014809278635885511	F	0.002391225819231731	0.04008560472517915	0.059652981054560954	LER_STY	4794
LER.STY.4795	26575	504	LE_parental	0.01896519285042333	F	0.0022526688091454063	0.02948776353794043	0.07639334214841387	LER_STY	4795
LER.STY.4796	28337	453	LE_parental	0.015986166496100504	F	0.0020247201796485498	0.03144288825492447	0.064393581252238985	LER_STY	4796
LER.STY.4798	34660	543	LE_parental	0.015666474321984997	F	0.0024269824669959435	0.038458923206962	0.06310583512532146	LER_STY	4798
LER.STY.4801	26418	426	LE_parental	0.016125369066545537	F	0.0019040414934443316	0.02931355548994582	0.06495430054867939	LER_STY	4801
LER.STY.4802	29872	793	LE_parental	0.026546598821638994	F	0.0035443777096275937	0.03314613254582715	0.10693186315861168	LER_STY	4802
LE_Hel_301	22753	16666	LE	0.7324748384828375	M	0.07449003645479631	0.025246851694402956	2.950468333891715	LE_Hel	301
LE_Hel_302	48112	953	LE	0.01980794812105088	F	0.00425951066491185	0.053385335064436115	0.07978802904900043	LE_Hel	302
LE_Hel_303	25316	14673	LE	0.5795939326907884	M	0.0655821615805368	0.028090770337779864	2.3346515881173246	LE_Hel	303
LE_Hel_304	42221	1115	LE	0.026408659198029417	F	0.004983582782137159	0.04684864964573406	0.1063762311149336	LE_Hel	304
LE_Hel_305	20603	11806	LE	0.5730233461146435	M	0.05276787293803704	0.022861200081737972	2.3081847299953937	LE_Hel	305
LE_Hel_306	22450	12362	LE	0.5506458797327394	M	0.055252959957649825	0.024910641257827378	2.218046472018794	LE_Hel	306
LE_Hel_309	44107	1251	LE	0.02836284489990251	F	0.005591445794128776	0.04894136543247181	0.11424785035562048	LE_Hel	309
LE_Hel_310	51585	1315	LE	0.025491906561985075	F	0.0058774989762424784	0.05723899462294099	0.10268347679689709	LE_Hel	310
LE_Hel_325	46164	1453	LE	0.031474742223377525	F	0.006494301150175149	0.05122382374282152	0.12678282634230828	LE_Hel	325
LE_Hel_459	41103	1066	LE	0.02593484660487069	F	0.004764573314581355	0.04560811080714827	0.10446767538186633	LE_Hel	459
LE_Hel_464	21831	12234	LE	0.5603957674866016	M	0.054680853593422424	0.024223795514460113	2.2573198143445903	LE_Hel	464
LE_Hel_477	21812	11369	LE	0.5212268476068219	M	0.050814666053916914	0.02420271301183656	2.099544213455142	LE_Hel	477
LE_Hel_481	13318	6941	LE	0.5211743505030786	M	0.031023361516425128	0.014777724733708019	2.0993327508436246	LE_Hel	481
LE_Hel_488	48973	1766	LE	0.03606068650072489	F	0.007893279993949976	0.05434070531490335	0.14525538356943601	LE_Hel	488
LE_Hel_489	40556	1068	LE	0.026333957984022095	F	0.004773512476522409	0.04500115665267025	0.10607532853800906	LE_Hel	489
LE_Hel_490	25005	13195	LE	0.5276944611077784	M	0.05897612090609848	0.02774568305799437	2.1255962876396253	LE_Hel	490
LE_Hel_491	28135	21496	LE	0.7640305669095433	M	0.0960781125424398	0.03121874796387409	3.0775773792600547	LE_Hel	491
LE_Hel_561	21423	14773	LE	0.6895859590160108	M	0.06602911967758945	0.023771076510754385	2.777708432670978	LE_Hel	561
LE_Hel_613	42351	931	LE	0.021982951996410947	F	0.004161179883560264	0.046992898347895204	0.08854912188549106	LE_Hel	613
LE_Hel_850	25792	18049	LE	0.6997906327543424	M	0.0806714669370346	0.02861894250876988	2.81881368999969	LE_Hel	850
LE_Joe_1027	19217	12103	LE	0.6298069417703075	M	0.05409533848628344	0.02132328699561999	2.5369136802123964	LE_Joe	1027
LE_Joe_103	66768	925	LE	0.013853942008147616	F	0.0041343623977371045	0.07408613342996073	0.055804807274031004	LE_Joe	103
LE_Joe_2	27411	12030	LE	0.4388749042355259	M	0.05376905907543499	0.03041539365337667	1.767823875245673	LE_Joe	2
LE_Joe_216	46727	1265	LE	0.027072142444411154	F	0.005654019927716148	0.051848531583719375	0.10904879569417798	LE_Joe	216
LE_Joe_22	37421	938	LE	0.025066139333529303	F	0.004192466950353951	0.04152254371978434	0.10096845170774922	LE_Joe	22
LE_Joe_226	46500	2397	LT	0.051548387096774194	F	0.01071358558635226	0.051596651157638	0.2076411035596115	LE_Joe	226
LE_Joe_228	39433	929	LE	0.023558948089163898	F	0.004152240721619211	0.043755069787078264	0.09489736256449646	LE_Joe	228
LE_Joe_3	31282	429	LE	0.013713956908126079	F	0.0019174502363559112	0.03471067616157488	0.05524093588469333	LE_Joe	3
LE_Joe_377	21336	9505	LE	0.44549118860142484	M	0.04248336712485533	0.023674540840846546	1.7944748077883408	LE_Joe	377
LE_Joe_378	14079	8587	LE	0.6099154769514881	M	0.03838029179391191	0.015622134444051299	2.456789239099566	LE_Joe	378
